Name,Age,Gender,Height,Weight
Elizabeth,30,Male,172.84412223624082,82.96935634475048
Lucas,51,Male,189.9660972754527,76.64804093222962
Marcelo,73,Female,164.01292234274527,97.35390891470311
Elizabeth,40,Female,188.24003364495601,86.60018735065606
Santiago,74,Female,179.5401394199119,91.23416044565683
Nicolás,72,Female,175.78569110401475,81.93785423948671
José,73,Female,161.98034797376334,90.40754346429242
Agustín,64,Male,171.74676158900562,57.29688832989371
Susana,23,Male,193.90926513996152,85.14736319616111
Claudia,21,Female,185.7538190374933,59.07008462309073
Natalia,19,Female,191.2407944761656,59.552093699931945
Silvana,70,Female,175.2760080354507,61.50971405760846
Florencia,59,Male,157.87013133897554,52.817152519178364
Beatriz,50,Male,155.35079580895206,87.35351285939534
Mónica,43,Female,177.5538715119875,92.49895079062236
Ricardo,19,Male,193.93377615621034,67.12533273081027
Natalia,79,Female,164.42298938366673,51.27256960487532
José,54,Female,159.2971731343832,71.25326467610213
Andrea,53,Female,172.27423777161817,77.0786283702121
Andrés,33,Male,155.47161356007436,56.53857428871462
Camila,48,Male,196.33367247362725,80.78898391321302
Alejandro,23,Female,195.02400096143634,81.58031307323766
Claudia,23,Male,152.69159403287213,96.36898968871196
Gonzalo,24,Male,179.22228745848042,87.35573966076345
Gustavo,59,Female,192.30699081935825,66.24643477076079
Ana,46,Female,153.7206378404726,96.56475658032709
Nicolás,76,Male,166.3339198421916,66.57027318274878
Lucas,75,Female,176.21628234194858,74.69966647493737
Pablo,34,Female,188.40734269721298,52.947947664196995
Daniel,75,Female,193.676229677964,74.1194783421426
Camila,67,Female,153.18250288865224,86.0181425266434
Elizabeth,69,Male,168.34111200417416,69.04088253161882
Ailén,44,Female,173.21037872723863,53.38114892101195
Mateo,79,Female,181.07434395680204,84.56437570925465
Carla,32,Female,177.93311309811796,63.99293223957244
Gonzalo,54,Male,173.48304729023292,60.94942550443605
Sol,67,Male,170.57289731649428,61.69475344024635
Lucas,42,Male,161.76844603752903,80.40886603049891
Agustín,57,Male,188.9240274743155,60.33567043757448
Silvana,25,Male,152.65590625729564,70.24402758948418
Marcos,67,Female,195.68484135638903,99.17992097187476
Fernando,42,Male,181.798376050108,84.86174537733345
Andrea,60,Female,182.8796627087062,70.95820254442951
Gustavo,27,Female,186.8135591031467,88.72824701125816
Alejandro,57,Female,199.6676885404199,54.293722083732995
Luciana,52,Female,166.40943136443718,79.3356705105636
Marcos,29,Male,173.70371764743268,68.92788786243314
Daniel,64,Male,158.5676830523592,50.450503623750684
Vanesa,69,Female,196.6938504056551,97.02831406896817
Gabriela,44,Male,164.47128411042922,74.38808487160308
Pedro,30,Male,168.29195907183077,95.33499550116707
Juan,41,Male,187.95961442708787,60.05736912329628
Marcos,65,Male,151.09099633288304,53.4441964916091
Ricardo,42,Female,196.2698530586956,93.42612895827261
Mariana,78,Female,181.09270424472467,59.48941765182742
Florencia,45,Female,161.7074071676739,93.31770578021187
Marcelo,41,Male,152.0337216969532,58.34497354099246
Gustavo,40,Male,166.37424726024219,54.42423939319995
Martín,45,Male,153.89580594206896,93.7867970330405
Juan,53,Male,195.8238216297958,51.406709630453484
Mariana,35,Male,174.2815018140467,88.07327994857243
Martina,59,Female,172.42958870570246,82.1043505887512
Pedro,21,Male,184.0371335800327,87.63721869305971
Carla,46,Male,185.03803079186093,68.07365886739946
Camila,33,Male,164.95319681519314,86.72946783379048
Agustín,57,Male,158.3946197640714,61.57362395656098
Gonzalo,55,Female,165.37952784541318,52.217062059487695
Diego,78,Female,156.7425355694193,81.93230968679563
Ailén,24,Female,189.38433663824276,51.70103468047893
Luis,59,Male,170.5993179942739,68.45747530660356
Ricardo,33,Male,167.38209394517904,80.46684455937144
Beatriz,75,Female,192.4913304091996,57.35309294160711
Lucas,55,Female,173.37353971376945,88.30697568472009
Sofía,53,Male,197.88595896953663,59.37867987256788
Alejandro,28,Female,168.98282634166483,76.81944609270082
Andrea,68,Male,182.24756121217288,90.02598082978747
José,46,Male,180.78840943769845,98.08190677514756
Pedro,68,Female,170.0549360684919,61.931196086122306
Miguel,79,Male,197.60280526702556,93.48503732496546
Camila,41,Male,153.3277100165206,81.67323399426729
Daniela,21,Female,160.93725276854445,60.93808373709755
Mónica,37,Male,191.68595364208647,89.49419348953379
Sofía,58,Female,164.8104938114364,75.73525140340024
Camila,59,Male,152.2806189980774,87.57475394710889
Roberto,71,Female,184.49032256000692,73.53220681296318
Carla,27,Female,161.5719402963839,94.42330549501224
José,20,Female,176.959273367289,68.93068800853365
María,53,Female,161.24119674591802,93.44042214785375
Andrea,21,Male,190.63948785764393,71.71285318513475
Sol,66,Female,185.75873478746783,51.24346712518307
Santiago,68,Male,172.5763122717094,87.36055316054683
Carla,61,Female,167.27518628900486,98.25066871125196
Nicolás,73,Female,166.5523523821649,66.40932295648739
Laura,36,Female,172.17856445100787,85.69797285796093
Marcos,45,Female,176.3170391782193,63.141194145939245
Luciana,44,Male,197.1165364294752,67.72028926128841
Nicolás,44,Male,180.35572259521695,67.25009548836744
Lucas,64,Male,189.747472768879,78.06487809650109
Agustín,68,Male,191.94602212769476,75.40645827376005
Mónica,57,Female,188.95153516407555,71.55414853671772
Verónica,78,Male,176.12691798100693,53.12929586394161
Mariana,18,Female,189.7441944859034,70.78738239309337
Vanesa,79,Male,188.5913640236602,69.19965248620028
Claudia,23,Male,179.4261373063078,95.38735734508006
Susana,46,Male,193.43269234541265,84.22867000795011
Fernando,44,Male,175.83119001507404,58.08681916992883
Eduardo,60,Female,163.5584214902714,78.69173362349176
Andrés,51,Male,156.10153709490174,72.72671997868045
Pablo,62,Male,167.32075171633596,79.32039728699118
Daniela,47,Female,196.4756678093123,68.15652532461951
Julia,53,Male,158.48301675201176,88.50494230176557
Romina,72,Female,191.69004241355526,73.66435476756227
Carla,51,Female,175.21890594505905,59.98221873286047
Ana,51,Female,153.9685153280343,65.74209447822064
Santiago,31,Female,168.41645748370644,91.6756625170682
Marcelo,53,Male,163.79802436804297,67.09074250541873
Gustavo,68,Female,182.21949878414392,93.64154205246943
Romina,73,Female,157.12432835693303,55.81840084265894
Eduardo,23,Male,156.0828444793647,85.67137581974362
Sol,40,Male,153.12313732911304,63.273837469480775
Luis,18,Female,199.92085552429978,79.05410002304293
Verónica,66,Female,171.80107929819803,95.35230599361478
Juan,30,Female,158.0432249347697,72.90898069421632
Mercedes,19,Female,164.24674192152264,80.42158083159516
María,26,Male,174.867426964637,96.59886570109876
Verónica,68,Female,170.69431114161412,65.49363395399233
Gabriel,51,Female,169.85021744490888,97.02291968480768
Jorge,37,Male,195.87327184599272,82.42302615702567
Gustavo,61,Female,158.65951530448746,54.52610116472942
Eduardo,37,Male,189.11034579154352,93.75509247400355
Roberto,57,Female,159.90475617723655,88.72687392090604
Lucas,48,Female,186.66035429742854,98.52066554908023
Diego,42,Male,173.07356415473936,84.19699512348252
Martín,38,Male,186.42075562885398,51.35982952632506
Daniel,56,Male,197.09162022448538,87.01274084250812
Gustavo,58,Female,189.39536952197102,70.57371314558262
Andrés,76,Male,163.27710269133766,68.07036851299097
Roberto,77,Male,195.98132252440928,91.49559181703799
Susana,79,Female,165.4903320870794,51.45878870104935
Ricardo,48,Female,188.81759147459204,96.987108795448
Florencia,69,Female,192.9023099493006,59.6661953568084
Marcelo,65,Male,199.55622930148982,51.89294846504917
Natalia,44,Male,159.4318776802449,71.00043983631872
Martina,79,Female,195.2732336507824,99.77514021598395
Lucas,42,Male,190.18934892402933,88.0747240626416
Miguel,71,Female,162.44183823202903,67.05007357637567
Beatriz,56,Female,156.1879786537049,57.55319438839584
Marcelo,18,Female,166.98821563782982,56.78215843818888
Facundo,74,Male,184.9568209958059,90.81172539710063
Diego,43,Male,168.3006995744632,57.03541616252477
Daniela,22,Male,176.58495445924194,74.97861527043032
Marcelo,68,Male,164.18747427546185,59.125043783812956
Lucas,77,Male,156.38180355062784,90.54525507042882
Nicolás,56,Male,196.56836843435437,82.62241893078388
Martín,46,Male,192.4144203994897,51.4881009778826
Carla,19,Female,196.05189581908274,97.00822154314484
Eduardo,22,Female,152.81950978567983,62.50260962359565
Carla,35,Male,188.04498127889443,98.12316862943689
José,78,Male,165.43899956537084,78.23875359460497
Claudia,71,Male,187.5254221619421,95.68372604597701
Nicolás,65,Female,184.20507652258303,72.57696980800856
Julia,22,Male,164.17709913222197,88.87924042083895
Marcelo,31,Male,167.9222924964368,69.67737311908516
Marcelo,42,Male,168.12467148643225,72.77828903896207
Claudia,36,Male,186.62250288018996,62.36537759735003
Natalia,70,Male,150.34490401731176,68.11410106625975
Vanesa,25,Male,162.53450952757163,60.54286393215207
Diego,40,Female,154.29549836106554,90.48574330506518
Martín,25,Male,168.50613950962116,53.94278084167379
Beatriz,72,Male,173.76789013272173,69.93272990509462
Lucas,60,Male,178.704661738349,82.68672038413412
Pedro,33,Female,170.5282545559976,93.61727093329505
Daniel,22,Male,174.8464244390266,85.44145713229028
Daniel,70,Male,163.21936607583652,50.377166414490645
Mariana,37,Female,151.18559330377568,75.12143621869396
Andrea,38,Female,160.6625718329002,73.3621969222639
Andrés,61,Female,151.2635969567101,93.26408096709079
Gabriel,56,Male,197.8855617580017,72.59284202526553
Silvana,54,Male,165.8831971654059,57.71451725273109
Mercedes,44,Male,191.26986874407328,77.31079083049403
Luciana,18,Male,199.4128897146442,75.20171248169032
Gabriela,41,Female,185.9328603454506,78.80263356794012
Mariana,57,Male,187.86867692443116,68.64091195409962
Claudia,43,Male,151.6889180427926,77.56932559093653
Jorge,35,Female,163.5657390719904,59.36536509245177
Roberto,31,Male,158.53534248842973,58.52359238822073
Beatriz,19,Female,187.48779566511578,64.81567679708957
Gustavo,63,Female,178.09210999127174,57.54255273282211
Miguel,39,Female,168.42025108829756,50.903235136363676
Vanesa,64,Male,197.91549799836017,52.35926674059515
Carlos,22,Female,167.99547218079616,92.12195047424167
Andrés,57,Male,184.38148235863912,94.06694132280052
Lorena,67,Female,185.87020086189054,55.81577842477131
Mónica,67,Male,193.440233744918,54.688654458489786
Pedro,39,Male,191.5043309949071,80.81224920333614
Agustín,23,Female,190.81021838221176,58.61563556887453
Diego,61,Male,188.4731742263118,71.94477059991334
Mariana,25,Male,177.34503259307942,94.14690051801605
Beatriz,52,Male,159.9991544364608,96.93997989239084
Claudia,40,Female,160.54019674923669,60.90914524462695
Claudia,25,Male,180.67340211119563,58.20266032034823
Martín,37,Male,184.608455350308,98.55139046870127
Nicolás,61,Female,167.74531491354466,62.16995230593568
Susana,42,Male,179.00891154583883,77.38191508742904
Carlos,62,Female,189.20833203932472,77.65357727451091
Marcelo,28,Female,192.39362006378738,55.05872172307206
Andrea,36,Male,189.0399061226273,58.28101180138666
Gustavo,66,Male,183.59793369613368,57.641914339187686
Beatriz,64,Female,189.33501132266247,92.91007221201488
Gonzalo,42,Male,153.55334850373077,81.00968595033946
Mercedes,67,Male,178.4807905918424,73.21432789204569
Luciana,70,Male,165.11559736703094,88.37527498220057
Martín,60,Female,178.33705679488952,87.90111128748435
Gonzalo,54,Male,152.5389933193644,93.9238370384785
Mateo,74,Male,176.90200682618737,61.59579563208453
Sol,47,Male,184.6808512848707,62.167061206736605
Mercedes,50,Male,195.08340938158338,71.44656606227016
Luciana,35,Male,169.68435717852805,85.9750598726984
Lucas,21,Female,181.3598118263884,74.79712766267596
Lorena,38,Female,166.89310787417003,93.71960978608402
Pablo,74,Female,158.30121120520562,61.86419886682322
Beatriz,43,Female,189.21357365659406,97.96142906625371
Natalia,45,Female,153.14350969508547,92.64136989458194
Javier,78,Female,169.56286483105535,71.73073668854774
Julia,38,Female,197.70335136110037,62.23992078755577
Alejandro,45,Male,197.61310018511477,96.23217654528914
Gonzalo,71,Female,171.9767797800789,51.717248564335726
Andrés,20,Male,167.01915943173145,99.7458939938651
Andrés,35,Male,183.35508846004083,81.75935922665902
María,79,Male,172.85465820266347,61.26776614142906
Andrés,23,Female,151.30301556383725,68.43673808183496
Laura,60,Male,151.31615835257927,88.00470163233105
Marcos,70,Male,193.48901076313874,70.18805712807513
Vanesa,74,Male,157.8270455211475,55.03049501884726
Julia,67,Female,164.9605273397888,83.32687431582224
Ailén,69,Female,167.73893872362754,60.33180843669881
Gustavo,36,Female,180.14566665646575,84.57956260455808
Ricardo,19,Female,173.0036228082199,84.53065941180256
Ana,38,Male,154.33429893929056,96.8314200714968
Ana,62,Female,171.32453795959296,62.87998704149067
Lucas,29,Female,170.1081669341286,89.25529750771199
Pedro,72,Female,156.15970202700856,86.67449240216607
Mateo,66,Female,161.0032999118104,80.56691082010191
Marcos,35,Male,164.5012553123924,98.46145400792577
Pablo,65,Female,161.83970371039004,95.38184768931204
Martina,32,Female,192.6564143616634,56.75387579416038
Fernando,52,Female,152.74919465035336,50.10635838735348
Miguel,59,Male,188.94683181055925,88.6744793147138
Sofía,50,Female,155.35364715340273,64.60461544682306
Marcelo,73,Female,185.74614892151837,68.62407189657495
Ailén,36,Female,183.7827069144745,54.93459868898351
Mariana,63,Male,197.83660749411897,96.09120199971862
Lorena,66,Male,158.46086136441517,61.29876244501038
María,59,Female,160.4115151259473,67.17505087065126
Martín,63,Male,199.63488764185044,91.03235866134118
Ailén,54,Female,165.66854230165742,78.7447505717119
Carla,50,Male,164.7100424172014,78.88273476857363
Miguel,71,Female,165.35114851595952,79.17143871019017
Roberto,18,Male,195.8915408931083,57.807398662180525
Gabriela,29,Female,176.43663503748104,57.62152516969736
Sol,63,Male,152.27443531515698,55.20779793882074
Carla,60,Female,152.25122919725837,90.44850126070702
Verónica,20,Female,187.7096214664106,89.18568770470674
Gustavo,21,Male,174.48621848996348,93.46626530872553
Natalia,43,Female,183.16706959473956,73.41651144179596
Pedro,36,Female,155.75388979467957,83.6765411796296
Andrea,56,Male,186.87183713059113,87.59055485818723
Florencia,25,Female,185.78795346086986,71.57870869191116
Vanesa,47,Male,182.37640034638932,85.51524817677986
Marcos,77,Male,170.15844502950458,62.49528089094977
Carlos,35,Male,172.3824913501895,63.14832694093251
Juan,35,Male,160.42965708287753,89.41951759102054
Carla,46,Female,182.9669902215051,59.85186056888719
Marcos,73,Female,161.75763219191822,89.19842668857997
Jorge,26,Male,154.4857304127403,64.8874576826025
Miguel,50,Female,169.1152843353434,67.2721502489218
Javier,69,Male,161.30397672432557,50.9920131517172
Lucas,55,Male,189.50551105370923,55.435139190818546
Vanesa,40,Female,182.7983289870358,68.41236272802976
José,33,Female,178.94484233832355,91.61666543722157
Lorena,35,Female,168.53850726621727,88.34111506271915
Verónica,58,Female,196.6688360133486,94.61840644258872
Martín,26,Female,172.66230794732763,79.88800578536173
Beatriz,72,Female,176.31805942276873,90.11815169406732
Susana,42,Female,194.4537571711044,75.50824793411924
Susana,40,Male,163.87944440272832,93.93337019064114
Carla,51,Male,170.57519786092823,62.88441320772996
Vanesa,68,Male,196.2225262142066,96.5714192034416
Miguel,44,Female,182.1316551775608,73.6251655180767
Romina,49,Female,188.69815188498188,69.04315681579877
Sol,56,Male,167.03351095763864,53.58154193260863
Florencia,67,Female,167.4937751082304,83.76377774588403
Julia,21,Female,167.64864939461444,74.97977502843722
María,32,Male,155.33834735720686,67.10628084106423
Luciana,45,Female,153.34928098284985,98.2855327099503
Carla,23,Male,187.80006726344354,78.0650759286675
Martín,54,Male,162.35540878012534,68.55229248011935
Gonzalo,35,Male,169.6222550983837,68.44722709713909
Carlos,44,Female,178.18340488854435,51.044723305266956
Miguel,53,Female,192.09161201668599,80.22445629627995
Florencia,66,Male,156.97563719233696,69.44079653746834
Jorge,33,Male,183.79822702115203,66.93949304122785
Lucas,68,Male,172.30497123176096,54.40645579563037
Juan,79,Male,198.89207561788353,82.72866381121341
Andrés,44,Female,152.0762357636577,53.344414538282074
Gonzalo,20,Female,150.34510639870808,90.25611338747349
Ricardo,78,Male,184.66486290244234,93.97991837426926
Pablo,27,Female,189.2872967906881,67.60571481294423
Andrés,40,Female,188.72874568201223,51.15681501257327
Jorge,76,Female,184.0732416467731,93.2331470636017
Andrés,23,Female,171.08910960368027,79.00336797128956
Florencia,63,Female,185.66050571332778,96.02728086867994
Mateo,21,Female,199.29302718561857,54.48537926424257
Silvana,21,Female,176.26372443772436,65.40196051542951
Diego,33,Male,163.71688859363633,80.40613113381485
Gabriela,33,Female,162.3745862221805,70.6860161138967
Patricia,76,Female,158.46264927668634,72.83915384034731
Ana,49,Female,167.7364003867263,50.64211065960901
Daniel,51,Female,172.52353227578195,57.75476529102284
Natalia,47,Female,176.12566582225313,50.26452703490902
Mariana,69,Female,181.8449043901837,69.96575199758745
Martín,20,Female,172.10751038340084,56.82121755156112
Alejandro,46,Male,155.63349101983442,96.82125229425411
Elizabeth,20,Male,182.19334088523658,67.77995611222266
María,77,Female,187.17339428216968,81.25617947804488
Daniel,51,Female,192.46097755179576,99.47514912958613
Mateo,78,Male,194.60337482262793,86.6788376329568
Ailén,62,Female,196.44515897911825,66.71892241499148
Facundo,34,Female,194.3906121154886,84.51578469197686
Sol,50,Male,198.98475058369993,86.15145323211746
Andrea,77,Male,196.190131089071,95.45277555781391
Andrés,62,Female,153.93017959894104,57.14252108146353
Nicolás,30,Male,157.84196818205578,63.82190565894728
Carlos,41,Male,177.4376474085347,73.91444278799713
Eduardo,45,Female,192.02338847200824,93.66519000245117
Gustavo,23,Male,192.138656790007,53.390494842656494
Susana,69,Female,155.39195634636334,50.19808482893878
Beatriz,55,Female,163.26548188593063,97.63439870359602
Natalia,69,Female,170.34377033395353,94.95246288615371
Susana,31,Female,169.27496433115815,84.47365330255803
Susana,29,Male,170.310920191539,79.51786105906125
Gabriela,25,Male,183.6771674564391,63.24649957646308
Vanesa,79,Male,182.7013235009142,51.73753892263363
Silvana,49,Male,184.12881731864147,79.32506094320564
Jorge,58,Male,184.62055870553593,76.17820185881354
Luis,38,Male,175.5488749059049,71.47286113865306
Pablo,77,Female,173.81572405859475,96.41715492043787
Elizabeth,26,Female,175.04094742520542,95.79156758341298
Daniel,76,Male,164.38210024855186,91.73925774369448
Verónica,60,Female,191.3631764577561,84.70230527130173
Martina,23,Female,187.58234350212,58.940189664584594
Julia,63,Male,181.43490443845513,62.23961410591991
Patricia,28,Male,156.45897879270507,94.26772078315443
Vanesa,57,Female,150.8081191856269,52.9819376320016
Jorge,48,Male,197.3612902762742,70.63841650985917
Juan,69,Female,176.14680838996455,93.04129016280126
Sofía,77,Female,168.55643321601303,92.76364085443944
Elizabeth,35,Male,174.80327720949435,52.65695114970876
Marcelo,69,Female,182.53131964972363,86.69380647717597
Alejandro,65,Male,190.978891405782,70.54399635194581
Beatriz,36,Male,185.44704793264887,78.23179931453828
Romina,66,Female,150.25585357360225,70.82552190340785
Andrés,22,Female,167.59416586294586,74.65572858797945
Gustavo,52,Male,182.35614222536736,73.116625219898
Susana,45,Male,156.95071681603494,59.736465976355156
Ailén,77,Male,151.55853440858027,88.77361118595265
Fernando,34,Female,191.87754032855295,91.26140943992179
Facundo,75,Female,176.3174519665374,89.46643247888892
Mercedes,70,Male,168.2000704005962,95.90791249308569
Sol,70,Female,159.71933988140114,83.45240979534466
Luis,37,Male,154.8775883600986,69.18994046249344
Claudia,39,Female,151.8903010754358,87.18216150642692
Miguel,31,Female,179.9246258963875,91.50683771275118
Mercedes,63,Female,163.6286684690451,73.41329398945606
Laura,50,Male,175.72033197002372,57.56398912245369
Silvana,46,Female,175.4017715084892,55.72635328556909
Susana,65,Male,191.47822946803709,89.72035837411183
Laura,34,Female,176.87913590518022,98.24100408681775
Laura,50,Male,183.35954913277337,89.74583169496056
María,57,Female,188.0929923618356,55.094674818095655
Javier,33,Male,171.63182003891413,86.1286593309621
Carlos,34,Male,155.82885639100348,60.391291944418406
Mariana,24,Male,189.31817918061753,78.63207877663606
Pablo,57,Female,161.8472216878259,77.41453041231055
Mónica,63,Male,153.43080205061628,51.66659974691051
Mónica,58,Male,195.5182156812063,56.93721824286162
Lucas,53,Male,198.13390906913284,84.23649954873434
Daniel,63,Male,177.6470332889122,78.15543421396016
Mariana,54,Male,154.14051693669524,51.14799954521835
Luciana,37,Male,169.84806253397218,94.39691666779146
Lorena,60,Male,166.47440333824494,86.93022415921077
Andrea,78,Male,186.13755441730618,80.60794655613846
Carla,73,Female,151.80804894742596,60.05557475630864
Martín,38,Female,164.39977538095934,84.24675264461004
Beatriz,67,Male,188.60084358884993,75.91384040786477
Martín,53,Male,155.2938251515843,94.70997948333218
Julia,30,Male,199.05929747920715,72.33487955154882
Claudia,66,Female,192.39171385290663,52.8463945043343
Nicolás,22,Female,192.97813107290463,52.173426490877915
María,41,Male,158.9991614283501,96.34211099688568
Jorge,61,Male,187.5988361323131,57.78043953049313
Luciana,53,Male,169.36594690435714,79.73996917666295
Mateo,56,Female,195.25457343412938,51.7400917924627
Martina,40,Male,191.55454458966875,88.78034353489637
Martín,51,Male,185.94037057730006,85.92341892330283
Ana,48,Male,192.61081631663242,86.85889772529565
Gustavo,22,Female,191.66388106821984,81.51778837671823
Gustavo,69,Male,171.8489465224478,55.80500802387521
Camila,21,Female,175.25642841595445,58.25273720256913
Nicolás,50,Female,161.1960249783471,70.95282411794642
Silvana,51,Male,193.5823273525744,88.78851585640845
Alejandro,44,Male,193.38631461814262,71.5819328339257
Susana,30,Female,161.1098008630696,75.36401766042091
Roberto,43,Female,181.12387131383468,55.4537159220503
Jorge,71,Female,183.07782957160452,83.95522106291926
Gonzalo,58,Female,191.17630447677976,70.84161474257115
Fernando,22,Female,173.68346239087217,87.7645885835086
Martín,55,Female,177.40284714315558,94.99011234748986
Agustín,37,Female,164.99044693297986,91.24066575509076
Mateo,28,Female,155.9318350022644,61.35677895337814
Mónica,56,Male,172.8686689511718,81.46873875881809
Florencia,36,Male,156.3559654983588,89.00343435572984
Nicolás,23,Male,198.42784909097395,73.28690672389608
Gabriel,62,Female,166.68915521544014,61.55838234022714
Romina,18,Female,178.82468911298372,99.87356128570767
Mercedes,60,Female,194.13655822811637,81.50243980799546
Claudia,23,Female,173.92348705674098,82.9049760945123
Silvana,78,Female,152.28241473097648,55.155308901499964
Julia,39,Female,197.130157342949,65.40494566699331
Romina,62,Male,162.64908741972744,79.63005217963556
Diego,69,Female,160.18090404006634,67.97981816947481
Juan,32,Male,197.62833468313934,57.65133164443417
Claudia,59,Male,182.28620328100362,85.4192083267074
Beatriz,71,Female,167.77323490242037,89.5205276902252
Javier,79,Female,171.85114200993962,50.704228521575246
Alejandro,34,Male,166.65374822974388,91.41102235615176
Carlos,53,Male,173.14890352808266,71.79079077946103
Gabriel,51,Male,192.5894835642913,99.9841609281728
Andrés,24,Male,183.79137716043823,87.0004073153185
Florencia,21,Female,175.68427061159252,71.56622003937144
Julia,52,Male,161.63619048305236,70.75868592702687
Javier,71,Male,195.72445464770766,93.61202816181141
Santiago,65,Female,195.93040333764088,70.38371090572166
Claudia,19,Female,176.77840090176534,79.70806065167352
Ricardo,29,Male,157.8169494192499,54.572986791173356
Patricia,63,Female,157.75058269753578,63.17331700073355
Agustín,23,Male,186.9157696869367,64.30439366432111
Fernando,49,Male,164.97609511425662,97.58163097208441
Julia,57,Female,157.48480861603394,97.82868017745152
Mateo,75,Female,162.6613729948969,56.803730745058864
Mónica,79,Male,160.74095665094646,87.08175460166964
Fernando,46,Female,181.89741121052714,75.67871437677884
Agustín,45,Female,167.7129530371872,64.77879893003575
Carla,59,Female,185.28941088665923,75.25010518140942
Juan,79,Male,168.84475500713563,99.95788589352561
Julia,26,Male,190.57555443993203,91.37263396569531
Florencia,64,Male,182.61311114464885,50.423975442198426
Gonzalo,56,Male,173.46727292584362,51.08613113295326
Santiago,20,Female,170.51952954230427,94.99729303442008
Vanesa,20,Female,169.698643784666,90.77942379570003
Verónica,38,Female,199.70713760817387,54.79654940407786
Gabriela,38,Female,161.48828299284523,81.11215544123414
Marcos,36,Female,175.4550408226143,56.895951228884485
José,63,Female,174.79314375445279,90.26321122318515
Ailén,71,Female,159.0078840800102,85.40067061582087
Diego,45,Male,156.6225351116475,77.6243397036772
Eduardo,74,Female,161.20037920179934,68.03982352846162
Lucas,30,Male,162.25312579462602,54.65214051734061
José,75,Female,190.38848255342685,94.56173891995289
José,48,Male,161.46521925953292,69.42939377825182
Beatriz,23,Female,181.53004285372018,57.54646228585201
Daniel,37,Male,198.81409413972534,53.60636948100755
Jorge,37,Male,178.3685376343877,56.210993086121036
Jorge,55,Male,187.6534183400438,55.71164949909362
Julia,24,Female,154.74984398656002,90.50485962311228
Javier,37,Male,153.7629395332839,79.68130392695372
José,70,Female,184.1684207996352,95.38201743750292
Ana,63,Female,196.5140182034777,68.46754955855005
Santiago,39,Female,176.0313912201611,50.10415557098784
Verónica,33,Female,188.41701318824795,85.06216580471573
Carlos,67,Female,156.8803469079323,89.8934975138946
Susana,79,Male,159.89322012111316,74.19442710825022
Verónica,59,Male,181.42307074405943,90.11996953331769
Susana,69,Male,152.12024413422125,69.14190432824697
Mónica,22,Male,176.64988756175975,72.96263732343644
Natalia,61,Male,157.12190416486453,55.7789088424265
Luis,30,Male,150.06672533870798,53.47270157743272
Fernando,44,Female,191.349782624875,66.00495669996734
Facundo,60,Male,171.45439491707603,80.856737162581
Luis,59,Male,180.7206942442259,89.11667308664852
Beatriz,37,Male,197.43898703795674,65.17093180322084
